Лист;Строка;Тип связи;Книги;Номера деталей;Отметки источника;Комментарий
WK-20;251;Одинаковый номер;K1623 ↔ K1626;K1618.12.00 ↔ K1618.12.00;Да;Последняя производственная модель — K1639.12.00.
WK-20;252;Одинаковый номер;K1623 ↔ K1626;K1605.12.01 ↔ K1605.12.01;Да;Последняя производственная модель — K1629.12.01, оптимизация деталей.
WK-20;253;Одинаковый номер;K1623 ↔ K1626;K1617.12.02 ↔ K1617.12.02;Да;
WK-20;254;Одинаковый номер;K1623 ↔ K1626;K1601.12.03 ↔ K1601.12.03;Да;
WK-20;255;Одинаковый номер;K1623 ↔ K1626;K1601.12.04 ↔ K1601.12.04;Да;
WK-20;256;Одинаковый номер;K1623 ↔ K1626;K1617.12.05 ↔ K1617.12.05;Да;
WK-20;257;Одинаковый номер;K1623 ↔ K1626;K1617.12.06 ↔ K1617.12.06;Да;
WK-20;258;Одинаковый номер;K1623 ↔ K1626;GB/T32.1 ↔ GB/T32.1;Да;
WK-20;259;Одинаковый номер;K1623 ↔ K1626;GB/T93 ↔ GB/T93;Да;
WK-20;260;Одинаковый номер;K1623 ↔ K1626;K1601.12.07 ↔ K1601.12.07;Да;
WK-20;261;Одинаковый номер;K1623 ↔ K1626;K1605.12.01.00 ↔ K1605.12.01.00;Да;Последняя производственная модель — K1639.12.01.00, требования к технологии производства и изготовления.
WK-20;262;Одинаковый номер;K1623 ↔ K1626;K1605.12.02.00 ↔ K1605.12.02.00;Да;
WK-20;263;Одинаковый номер;K1623 ↔ K1626;K1605.12.08 ↔ K1605.12.08;Да;
WK-20;264;Одинаковый номер;K1623 ↔ K1626;GB/T5783 ↔ GB/T5783;Да;
WK-20;265;Одинаковый номер;K1623 ↔ K1626;GB/T93 ↔ GB/T93;Да;
WK-20;266;Одинаковый номер;K1623 ↔ K1626;K1618.12.00-01 ↔ K1618.12.00-01;Да;
WK-20;267;Одинаковый номер;K1623 ↔ K1626;K1618.12.09 ↔ K1618.12.09;Да;
WK-20;268;Одинаковый номер;K1623 ↔ K1626;K1601.13.00 ↔ K1601.13.00;Да;Последняя производственная модель — K1627.13.00, размеры одинаковые. Роликовая рама K1627 — цельное кольцо, 1601 — разъёмная сварная конструкция.
WK-20;269;Одинаковый номер;K1623 ↔ K1626;K1601.13.01.00 ↔ K1601.13.01.00;Да;
WK-20;270;Одинаковый номер;K1623 ↔ K1626;K1601.13.02 ↔ K1601.13.02;Да;
WK-20;271;Одинаковый номер;K1623 ↔ K1626;GB/T91 ↔ GB/T91;Да;
WK-20;272;Одинаковый номер;K1623 ↔ K1626;K1601.13.04 ↔ K1601.13.04;Да;
WK-20;273;Одинаковый номер;K1623 ↔ K1626;K1601.13.05.00 ↔ K1601.13.05.00;Да;
WK-20;274;Одинаковый номер;K1623 ↔ K1626;K1601.13.06 ↔ K1601.13.06;Да;
WK-20;275;Одинаковый номер;K1623 ↔ K1626;K1605.15.00 ↔ K1605.15.00;Да;
WK-20;276;Одинаковый номер;K1623 ↔ K1626;K1605.15.01.00 ↔ K1605.15.01.00;Да;
WK-20;277;Одинаковый номер;K1623 ↔ K1626;K1605.15.02.00 ↔ K1605.15.02.00;Да;
WK-20;278;Одинаковый номер;K1623 ↔ K1626;K1605.15.08.00 ↔ K1605.15.08.00;Да;
WK-20;279;Одинаковый номер;K1623 ↔ K1626;K1605.15.00-01 ↔ K1605.15.00-01;Да;
WK-20;280;Одинаковый номер;K1623 ↔ K1626;K1605.15.03 ↔ K1605.15.03;Да;
WK-20;281;Одинаковый номер;K1623 ↔ K1626;K1605.15.04 ↔ K1605.15.04;Да;
WK-20;282;Одинаковый номер;K1623 ↔ K1626;K1605.15.05 ↔ K1605.15.05;Да;
WK-20;283;Одинаковый номер;K1623 ↔ K1626;K1605.15.06 ↔ K1605.15.06;Да;
WK-20;284;Одинаковый номер;K1623 ↔ K1626;K1605.15.07 ↔ K1605.15.07;Да;
WK-20;285;Одинаковый номер;K1623 ↔ K1626;K1605.15.13 ↔ K1605.15.13;Да;
WK-20;286;Одинаковый номер;K1623 ↔ K1626;GB/T5783 ↔ GB/T5783;Да;
WK-20;287;Одинаковый номер;K1623 ↔ K1626;NL42 ↔ NL42;Да;
WK-20;288;Прямая замена по строке;K1623 ↔ K1626;K1622.16.00 ↔ K1626.16.00;;
WK-20;289;Одинаковый номер;K1623 ↔ K1626;K1803.16.01.00 ↔ K1803.16.01.00;Да;Последняя производственная модель — CK1846.16.01.00, требования к технологии производства и изготовления.
WK-20;290;Одинаковый номер;K1623 ↔ K1626;K1605.16.02.00 ↔ K1605.16.02.00;Да;
WK-20;291;Прямая замена по строке;K1623 ↔ K1626;K1605.16.03.00 ↔ K1626.16.03.00;;Последняя производственная модель — K1629.16.03.00, требования к технологии производства и изготовления.
WK-20;292;Одинаковый номер;K1623 ↔ K1626;K1622.16.04.00 ↔ K1622.16.04.00;Да;
WK-20;293;Прямая замена по строке;K1623 ↔ K1626;K1605.16.05.00 ↔ K1626.16.05.00;;Основной корпус тормоза — MB266 для всех.
WK-20;294;Одинаковый номер;K1623 ↔ K1626;K1605.16.01 ↔ K1605.16.01;Да;
WK-20;295;Одинаковый номер;K1623 ↔ K1626;NL42 ↔ NL42;Да;
WK-20;296;Одинаковый номер;K1623 ↔ K1626;K1605.16.02 ↔ K1605.16.02;Да;
WK-20;297;Одинаковый номер;K1623 ↔ K1626;K1605.17.00 ↔ K1605.17.00;Да;
WK-20;298;Одинаковый номер;K1623 ↔ K1626;K1601.17.01.00 ↔ K1601.17.01.00;Да;"Последняя производственная модель — K1627.17.01, цельнокованая; K1601.17.01.00 — литьё."
WK-20;299;Одинаковый номер;K1623 ↔ K1626;K1605.17.01 ↔ K1605.17.01;Да;
WK-20;300;Одинаковый номер;K1623 ↔ K1626;K1605.17.02 ↔ K1605.17.02;Да;
WK-20;301;Одинаковый номер;K1623 ↔ K1626;GB/T95 ↔ GB/T95;Да;
WK-20;302;Одинаковый номер;K1623 ↔ K1626;K1605.17.03 ↔ K1605.17.03;Да;
WK-20;303;Одинаковый номер;K1623 ↔ K1626;TZB7232 ↔ TZB7232;Да;
WK-20;304;Одинаковый номер;K1623 ↔ K1626;NL42 ↔ NL42;Да;
WK-20;305;Одинаковый номер;K1623 ↔ K1626;K1605.17.04 ↔ K1605.17.04;Да;
WK-20;306;Одинаковый номер;K1623 ↔ K1626;K1605.17.05 ↔ K1605.17.05;Да;
WK-20;307;Одинаковый номер;K1623 ↔ K1626;K1605.17.06 ↔ K1605.17.06;Да;
WK-20;308;Одинаковый номер;K1623 ↔ K1626;K1605.17.07 ↔ K1605.17.07;Да;
WK-20;309;Одинаковый номер;K1623 ↔ K1626;GB/T91 ↔ GB/T91;Да;
WK-20;310;Одинаковый номер;K1623 ↔ K1626;K1605.17.08 ↔ K1605.17.08;Да;
WK-20;311;Одинаковый номер;K1623 ↔ K1626;K1605.17.09 ↔ K1605.17.09;Да;
WK-20;312;Одинаковый номер;K1623 ↔ K1626;K1605.17.11 ↔ K1605.17.11;Да;
WK-20;313;Одинаковый номер;K1623 ↔ K1626;K1605.17.12 ↔ K1605.17.12;Да;
WK-20;314;Одинаковый номер;K1623 ↔ K1626;K1605.17.13 ↔ K1605.17.13;Да;
WK-20;315;Одинаковый номер;K1623 ↔ K1626;CY-M80-3/W ↔ CY-M80-3/W;Да;Последняя производственная модель — K1627.17.01.00, требования к технологии производства и изготовления.
WK-20;316;Одинаковый номер;K1623 ↔ K1626;K1605.17.14 ↔ K1605.17.14;Да;
WK-20;317;Одинаковый номер;K1623 ↔ K1626;K1605.17.15 ↔ K1605.17.15;Да;
WK-20;318;Одинаковый номер;K1623 ↔ K1626;GB/T70.1 ↔ GB/T70.1;Да;
WK-20;319;Одинаковый номер;K1623 ↔ K1626;GB/T93 ↔ GB/T93;Да;
WK-20;320;Одинаковый номер;K1623 ↔ K1626;K1605.17.16 ↔ K1605.17.16;Да;
WK-20;323;Прямая замена по строке;K1623 ↔ K1626;K1605.18.00 ↔ K1626.18.00;;Гусеничные устройства 1605 и 1626 одинаковы и универсальны по интерфейсу с K1642.18.00 (20C). Основное отличие — в устройстве натяжного колеса. Общая сборка взаимозаменяема.
WK-20;324;Одинаковый номер;K1623 ↔ K1626;K1605.18.01.00 ↔ K1605.18.01.00;Да;
WK-20;325;Одинаковый номер;K1623 ↔ K1626;K1605.18.02.00 ↔ K1605.18.02.00;Да;
WK-20;326;Одинаковый номер;K1623 ↔ K1626;K1605.18.03.00 ↔ K1605.18.03.00;Да;
WK-20;327;Одинаковый номер;K1623 ↔ K1626;K1605.18.04.00 ↔ K1605.18.04.00;Да;
WK-20;328;Одинаковый номер;K1623 ↔ K1626;K1605.18.05.00 ↔ K1605.18.05.00;Да;Полностью универсален с K1630.18.05.00: 1605 — конструкция с бронзовой втулкой, 1630 — шлицевая конструкция.
WK-20;329;Одинаковый номер;K1623 ↔ K1626;K1605.18.06.00 ↔ K1605.18.06.00;Да;
WK-20;330;Прямая замена по строке;K1623 ↔ K1626;K1605.18.07.00 ↔ K1626.18.07.00;;
WK-20;331;Прямая замена по строке;K1623 ↔ K1626;K1605.18.08.00 ↔ K1626.18.08.00;;
WK-20;332;Одинаковый номер;K1623 ↔ K1626;K1605.18.09.00 ↔ K1605.18.09.00;Да;
WK-20;334;Прямая замена по строке;K1623 ↔ K1626;K1623.21.00 ↔ K1626.21.00;;Соединительные размеры и пространство одинаковые, различаются только стили отделки разных лет и требования заказчиков.
WK-20;335;Прямая замена по строке;K1623 ↔ K1626;K1623.21.01.00 ↔ K1625.21.01.00;;
WK-20;336;Одинаковый номер;K1623 ↔ K1626;K1605.21.02.00 ↔ K1605.21.02.00;Да;
WK-20;337;Одинаковый номер;K1623 ↔ K1626;K1623.21.03.00 ↔ K1623.21.03.00;Да;
WK-20;338;Прямая замена по строке;K1623 ↔ K1626;K1605.21.04.00 ↔ K1626.21.04.00;;
WK-20;339;Прямая замена по строке;K1623 ↔ K1626;K1605.21.01 ↔ K1626.21.06.00;;
WK-20;340;Прямая замена по строке;K1623 ↔ K1626;K1623.21.03 ↔ K1626.21.08.00;;
WK-20;341;Прямая замена по строке;K1623 ↔ K1626;SD30F.0 ↔ K1605.21.01;;
WK-20;342;Прямая замена по строке;K1623 ↔ K1626;K1623.21.00-01 ↔ K1625.21.02;;
WK-20;343;Прямая замена по строке;K1623 ↔ K1626;K1623.21.06.00 ↔ GB/T5783;;
WK-20;344;Прямая замена по строке;K1623 ↔ K1626;K1605.21.07.00 ↔ GB/T6170;;
WK-20;345;Прямая замена по строке;K1623 ↔ K1626;K1623.21.08.00 ↔ GB/T93;;
WK-20;346;Прямая замена по строке;K1623 ↔ K1626;K1623.21.04 ↔ K1626.21.03;;
WK-20;347;Прямая замена по строке;K1623 ↔ K1626;K1605.21.02 ↔ K1626.21.04;;
WK-20;348;Прямая замена по строке;K1623 ↔ K1626;K1623.21.05 ↔ K1626.21.05;;
WK-20;349;Прямая замена по строке;K1623 ↔ K1626;K1623.21.00-02 ↔ K1626.21.06;;
WK-20;350;Прямая замена по строке;K1623 ↔ K1626;K1623.21.06 ↔ K1626.21.07;;
WK-20;351;Прямая замена по строке;K1623 ↔ K1626;K1623.21.00-03 ↔ K1623.21.10.00;;
WK-20;352;Одинаковый номер;K1623 ↔ K1626;GB/T5783 ↔ GB/T5783;Да;
WK-20;353;Прямая замена по строке;K1623 ↔ K1626;GB/T6170 ↔ GB/T93;;
WK-20;354;Прямая замена по строке;K1623 ↔ K1626;GB/T93 ↔ K1623.21.11.00;;
WK-20;355;Прямая замена по строке;K1623 ↔ K1626;K1623.21.00-04 ↔ K1623.21.09.00;;
WK-20;367;Прямая замена по строке;K1623 ↔ K1626;K1623.22.00 ↔ K1626.22.00;;Вентиляционно-пылеудаляющие устройства обоих моделей и все внутренние комплектующие универсальны
WK-20;368;Одинаковый номер;K1623 ↔ K1626;K1623.22.01.00 ↔ K1623.22.01.00;Да;
WK-20;369;Одинаковый номер;K1623 ↔ K1626;K1623.22.02.00 ↔ K1623.22.02.00;Да;
WK-20;370;Прямая замена по строке;K1623 ↔ K1626;K1622.22.03.00 ↔ K1623.22.02.00-01;;
WK-20;371;Прямая замена по строке;K1623 ↔ K1626;K1622.22.04.00 ↔ GB/T5783;;
WK-20;372;Прямая замена по строке;K1623 ↔ K1626;K1622.22.05.00 ↔ GB/T6170;;
WK-20;373;Прямая замена по строке;K1623 ↔ K1626;K1622.22.06.00 ↔ GB/T97.1;;
WK-20;374;Прямая замена по строке;K1623 ↔ K1626;K1622.22.07.00 ↔ GB/T93;;
WK-20;375;Прямая замена по строке;K1623 ↔ K1626;K1622.22.08.00 ↔ GB/T5783;;
WK-20;376;Прямая замена по строке;K1623 ↔ K1626;K1622.22.10.00 ↔ GB/T6170;;
WK-20;377;Прямая замена по строке;K1623 ↔ K1626;K1622.22.09.00 ↔ GB/T97.1;;
WK-20;378;Прямая замена по строке;K1623 ↔ K1626;K1622.22.11.00 ↔ GB/T93;;
WK-20;379;Прямая замена по строке;K1623 ↔ K1626;K1622.22.12.00 ↔ K1626.22.03.00;;
WK-20;380;Прямая замена по строке;K1623 ↔ K1626;K1622.22.13.00 ↔ K1622.22.04.00;;
WK-20;381;Прямая замена по строке;K1623 ↔ K1626;K1622.22.14.00 ↔ K1626.22.05.00;;
WK-20;382;Одинаковый номер;K1623 ↔ K1626;K1622.22.11 ↔ K1622.22.11;Да;
WK-20;383;Одинаковый номер;K1623 ↔ K1626;K1623.22.09 ↔ K1623.22.09;Да;
WK-20;384;Прямая замена по строке;K1623 ↔ K1626;K1622.22.01 ↔ K1622.22.06.00;;
WK-20;385;Прямая замена по строке;K1623 ↔ K1626;K1622.22.02 ↔ K1622.22.07.00;;
WK-20;386;Прямая замена по строке;K1623 ↔ K1626;K1622.22.03 ↔ K1622.22.08.00;;
WK-20;387;Прямая замена по строке;K1623 ↔ K1626;K1622.22.04 ↔ K1622.22.09.00;;
WK-20;388;Прямая замена по строке;K1623 ↔ K1626;K1622.22.05 ↔ K1622.22.10.00;;
WK-20;389;Прямая замена по строке;K1623 ↔ K1626;K1622.22.07 ↔ K1622.22.11.00;;
WK-20;390;Прямая замена по строке;K1623 ↔ K1626;K1622.22.06 ↔ K1622.22.12.00;;
WK-20;391;Прямая замена по строке;K1623 ↔ K1626;K1622.22.08 ↔ K1622.22.13.00;;
WK-20;392;Прямая замена по строке;K1623 ↔ K1626;GB/T882 ↔ K1622.22.14.00;;
WK-20;393;Прямая замена по строке;K1623 ↔ K1626;GB/T882 ↔ K1622.22.01;;
WK-20;394;Прямая замена по строке;K1623 ↔ K1626;GB/T91 ↔ K1622.22.02;;
WK-20;395;Прямая замена по строке;K1623 ↔ K1626;GB/T97.1 ↔ K1622.22.03;;
WK-20;396;Прямая замена по строке;K1623 ↔ K1626;GB/T5783 ↔ K1622.22.04;;
WK-20;397;Прямая замена по строке;K1623 ↔ K1626;GB/T6170 ↔ K1622.22.05;;
WK-20;398;Прямая замена по строке;K1623 ↔ K1626;GB/T93 ↔ K1622.22.06;;
WK-20;399;Прямая замена по строке;K1623 ↔ K1626;GB/T97.1 ↔ K1622.22.07;;
WK-20;400;Прямая замена по строке;K1623 ↔ K1626;GB/T5783 ↔ K1622.22.08;;
WK-20;401;Прямая замена по строке;K1623 ↔ K1626;GB/T6170 ↔ GB/T882;;
WK-20;402;Прямая замена по строке;K1623 ↔ K1626;GB/T93 ↔ GB/T882;;
WK-20;403;Прямая замена по строке;K1623 ↔ K1626;GB/T5783 ↔ GB/T91;;
WK-20;404;Прямая замена по строке;K1623 ↔ K1626;GB/T5783 ↔ GB/T97.1;;
WK-20;405;Прямая замена по строке;K1623 ↔ K1626;K1623.22.00-01 ↔ GB/T5783;;
WK-20;406;Прямая замена по строке;K1623 ↔ K1626;K1623.22.00-02 ↔ GB/T6170;;
WK-20;407;Прямая замена по строке;K1623 ↔ K1626;K1623.22.15.00 ↔ GB/T93;;
WK-20;417;Прямая замена по строке;K1623 ↔ K1626;K1623.23.00 ↔ K1626.23.00;;
WK-20;418;Прямая замена по строке;K1623 ↔ K1626;K1623.23.01.00 ↔ K1626.23.01.00;;
WK-20;419;Прямая замена по строке;K1623 ↔ K1626;K1622.23.02.00 ↔ K1626.23.02.00;;
WK-20;420;Одинаковый номер;K1623 ↔ K1626;K1623.23.03.00 ↔ K1623.23.03.00;Да;
WK-20;421;Прямая замена по строке;K1623 ↔ K1626;K1622.23.04.00 ↔ K1625.23.04.00;;
